"","Group","Species","dist","R","logdist"
"908","Moths","Ipimorpha retusa",0.21155034,100,-0.674586272341643
"909","Moths","Ipimorpha subtusa",0.282598983,100,-0.548829405397166
"910","Moths","Jodis lactearia",0.0035005,100,-2.45586991801204
"911","Moths","Jordanita globulariae",0.038236124,100,-1.41752613864302
"912","Moths","Korscheltellus fusconebulosa",1.205883035,100,0.0813051853186069
"913","Moths","Korscheltellus lupulina",0.185815774,100,-0.730917421287612
"914","Moths","Lacanobia contigua",0.542071807,100,-0.265943179664117
"915","Moths","Lacanobia oleracea",0.433220045,100,-0.363291456867845
"916","Moths","Lacanobia suasa",0.542071807,100,-0.265943179664117
"917","Moths","Lacanobia thalassina",0.610930597,100,-0.214008123721312
"918","Moths","Lacanobia w-latinum",0.854479721,100,-0.0682982397452394
"919","Moths","Lampropteryx otregiata",0.005620222,200,-2.25024652936496
"920","Moths","Lampropteryx suffumata",0.016893077,100,-1.77229123838573
"922","Moths","Larentia clavaria",0.093186832,100,-1.03064545238607
"923","Moths","Lasiocampa quercus",42.3405446,100,1.62675643977819
"924","Moths","Lasiocampa trifolii",7.15265478,100,0.854467264502131
"925","Moths","Laspeyria flexula",0.044012734,100,-1.35642165292685
"926","Moths","Lateroligia ophiogramma",0.244667819,100,-0.611423149364234
"927","Moths","Lenisa geminipuncta",0.181206102,100,-0.741827181823066
"928","Moths","Leucania comma",0.542071807,100,-0.265943179664117
"929","Moths","Leucania obsoleta",0.423500526,100,-0.373146045926531
"930","Moths","Leucania putrescens",0.323754634,100,-0.489784006675244
"931","Moths","Leucochlaena oditis",0.282598983,100,-0.548829405397166
"932","Moths","Leucodonta bicoloria",0.451550571,100,-0.345293604206839
"933","Moths","Leucoma salicis",0.718219331,100,-0.143742909940038
"934","Moths","Ligdia adustata",0.005620222,200,-2.25024652936496
"935","Moths","Lithophane leautieri",0.684637277,100,-0.164539458171176
"936","Moths","Lithophane ornitopus",0.610930597,100,-0.214008123721312
"937","Moths","Lithophane semibrunnea",0.610930597,100,-0.214008123721312
"938","Moths","Lithophane socia",0.684637277,100,-0.164539458171176
"939","Moths","Lithosia quadra",0.629687246,100,-0.200875103026215
"940","Moths","Lithostege griseata",0.013654173,100,-1.86473459888661
"941","Moths","Litoligia literosa",0.092155204,100,-1.03548013516363
"942","Moths","Lobophora halterata",0.007133241,100,-2.14671310288216
"943","Moths","Lomaspilis marginata",0.004487519,100,-2.34799369962194
"944","Moths","Lomographa bimaculata",0.007133241,100,-2.14671310288216
"945","Moths","Lomographa temerata",0.008860446,100,-2.05254441688677
"946","Moths","Longalatedes elymi",0.423500526,100,-0.373146045926531
"947","Moths","Luperina nickerlii",0.423500526,100,-0.373146045926531
"948","Moths","Luperina testacea",0.370519106,100,-0.431189392498602
"949","Moths","Lycia hirtaria",0.108339064,100,-0.965214920838451
"950","Moths","Lycia lapponaria",0.013654173,100,-1.86473459888661
"951","Moths","Lycia zonaria",0.011106741,100,-1.95441335540192
"952","Moths","Lycophotia porphyrea",0.181206102,100,-0.741827181823066
"953","Moths","Lygephila craccae",0.265135435,100,-0.576532225505135
"954","Moths","Lygephila pastinum",0.308978703,100,-0.510071454194366
"955","Moths","Lymantria dispar",2.34074863,100,0.369354777872
"956","Moths","Lymantria monacha",0.817281137,100,-0.0876285245626006
"957","Moths","Macaria alternata",0.008860446,200,-2.05254441688677
"958","Moths","Macaria brunneata",0.0035005,100,-2.45586991801204
"959","Moths","Macaria carbonaria",0.00153449,100,-2.81403593744328
"960","Moths","Macaria liturata",0.016893077,100,-1.77229123838573
"961","Moths","Macaria notata",0.013654173,100,-1.86473459888661
"962","Moths","Macaria signaria",0.007133241,100,-2.14671310288216
"963","Moths","Macaria wauaria",0.016893077,100,-1.77229123838573
"964","Moths","Macrochilo cribrumalis",0.035229917,100,-1.45308837999459
"965","Moths","Macrothylacia rubi",9.474746985,100,0.976567621332934
"966","Moths","Malacosoma castrensis",0.365906402,100,-0.436629991910085
"967","Moths","Malacosoma neustria",0.365906402,100,-0.436629991910085
"968","Moths","Mamestra brassicae",0.610930597,200,-0.214008123721312
"969","Moths","Martania taeniata",0.002653264,100,-2.57621953552879
"970","Moths","Meganola albula",0.010809707,100,-1.96618607755527
"971","Moths","Meganola strigula",0.007366683,100,-2.13272801812025
"972","Moths","Melanchra persicariae",0.684637277,100,-0.164539458171176
"973","Moths","Melanthia procellata",0.029643154,100,-1.52807558976415
"974","Moths","Menophra abruptaria",0.068506202,100,-1.16427010920174
"975","Moths","Mesapamea didyma",0.283262242,100,-0.547811311762327
"976","Moths","Mesapamea secalis",0.386430979,100,-0.412928064789006
"977","Moths","Mesoleuca albicillata",0.024610397,100,-1.60888138046548
"978","Moths","Mesoligia furuncula",0.076550588,100,-1.11605146905227
"979","Moths","Mesotype didymata",0.005620222,100,-2.25024652936496
"980","Moths","Miltochrista miniata",0.035229917,100,-1.45308837999459
"981","Moths","Mimas tiliae",29.94945102,100,1.47638886608527
"982","Moths","Minoa murinata",0.001104124,100,-2.95698214989336
"983","Moths","Mniotype adusta",0.854479721,100,-0.0682982397452394
"984","Moths","Moma alpium",0.684637277,100,-0.164539458171176
"985","Moths","Mormo maura",7.861628423,100,0.895512513198866
"986","Moths","Mythimna albipuncta",0.323754634,200,-0.489784006675244
"987","Moths","Mythimna conigera",0.370519106,100,-0.431189392498602
"988","Moths","Mythimna favicolor",0.477965414,100,-0.320603528183669
"989","Moths","Mythimna ferrago",0.423500526,100,-0.373146045926531
"990","Moths","Mythimna impura",0.054296433,100,-1.26522870041669
"991","Moths","Mythimna l-album",0.323754634,200,-0.489784006675244
"992","Moths","Mythimna litoralis",0.423500526,100,-0.373146045926531
"993","Moths","Mythimna pallens",0.169799118,100,-0.770064569973856
"994","Moths","Mythimna pudorina",0.542071807,100,-0.265943179664117
"995","Moths","Mythimna straminea",0.370519106,100,-0.431189392498602
"996","Moths","Mythimna turca",1.055148732,100,0.0233136813722646
"997","Moths","Mythimna unipuncta",0.854479721,NA,-0.0682982397452394
"998","Moths","Mythimna vitellina",0.154953188,100,-0.809799484177421
"999","Moths","Naenia typica",0.854479721,100,-0.0682982397452394
"1000","Moths","Noctua comes",1.731735017,100,0.238481438802093
"1001","Moths","Noctua fimbriata",2.240305365,100,0.350307218912636
"1002","Moths","Noctua interjecta",0.323754634,100,-0.489784006675244
"1003","Moths","Noctua janthe",0.638983957,100,-0.194510045556526
"1004","Moths","Noctua janthina",0.477965414,NA,-0.320603528183669
"1005","Moths","Noctua orbona",0.684637277,100,-0.164539458171176
"1006","Moths","Noctua pronuba",4.065687011,100,0.609133942273591
"1007","Moths","Nola confusalis",0.007366683,100,-2.13272801812025
"1008","Moths","Nola cucullatella",0.0035005,100,-2.45586991801204
"1009","Moths","Nonagria typhae",1.423666084,100,0.153408138962626
"1010","Moths","Notodonta dromedarius",1.724579981,100,0.236683340484496
"1011","Moths","Notodonta ziczac",1.444049951,100,0.159582216134218
"1012","Moths","Nudaria mundana",0.010517359,100,-1.97809330160071
"1013","Moths","Nycteola revayana",0.028592811,100,-1.54374314643364
"1014","Moths","Nyctobrya muralis",0.181206102,100,-0.741827181823066
"1015","Moths","Ochropacha duplaris",0.233905897,100,-0.630958829057558
"1016","Moths","Ochropleura plecta",0.054991127,100,-1.25970737970227
"1017","Moths","Odezia atrata",0.007133241,100,-2.14671310288216
"1018","Moths","Odontopera bidentata",0.144047636,100,-0.841493864635076
"1019","Moths","Odontosia carmelita",1.000595491,100,0.00025854148339759
"1020","Moths","Oligia fasciuncula",0.267473529,100,-0.57271919225241
"1021","Moths","Oligia latruncula",0.093358824,100,-1.0298446275446
"1022","Moths","Oligia strigilis",0.235145992,100,-0.628662419287104
"1023","Moths","Oligia versicolor",0.092155204,100,-1.03548013516363
"1024","Moths","Omphaloscelis lunosa",0.23143822,100,-0.635564919522321
"1025","Moths","Operophtera brumata",0.011106741,100,-1.95441335540192
"1026","Moths","Operophtera fagata",0.020540647,100,-1.68738588088945
"1027","Moths","Opisthograptis luteolata",0.035229917,200,-1.45308837999459
"1028","Moths","Orgyia antiqua",0.05395513,100,-1.26796725673132
"1029","Moths","Orgyia recens",0.065939859,100,-1.18085198584903
"1030","Moths","Orthonama vittata",0.004487519,100,-2.34799369962194
"1031","Moths","Orthosia cerasi",0.282598983,100,-0.548829405397166
"1032","Moths","Orthosia cruda",0.181206102,100,-0.741827181823066
"1033","Moths","Orthosia gothica",0.370519106,100,-0.431189392498602
"1034","Moths","Orthosia gracilis",0.477965414,100,-0.320603528183669
"1035","Moths","Orthosia incerta",0.610930597,100,-0.214008123721312
"1036","Moths","Orthosia miniosa",0.370519106,100,-0.431189392498602
"1037","Moths","Orthosia opima",0.370519106,100,-0.431189392498602
"1038","Moths","Orthosia populeti",0.370519106,100,-0.431189392498602
"1039","Moths","Ourapteryx sambucaria",0.403756465,100,-0.393880510626546
"1040","Moths","Pachycnemia hippocastanaria",0.013654173,200,-1.86473459888661
"1041","Moths","Panemeria tenebrata",0.032927682,100,-1.48243884110838
"1042","Moths","Panolis flammea",0.323754634,100,-0.489784006675244
"1043","Moths","Papestra biren",0.423500526,100,-0.373146045926531
"1044","Moths","Paracolax tristalis",0.065939859,100,-1.18085198584903
"1045","Moths","Paradarisa consonaria",0.058581109,100,-1.23224241094016
"1046","Moths","Parascotia fuliginaria",0.022296524,100,-1.65176283763731
"1047","Moths","Parasemia plantaginis",0.226887655,100,-0.644189133516707
"1048","Moths","Parastichtis suspecta",0.282598983,100,-0.548829405397166
"1049","Moths","Parectropis similaria",0.049549503,100,-1.30496069729253
"1050","Moths","Pareulype berberata",0.008860446,200,-2.05254441688677
"1051","Moths","Pasiphila chloerata",0.000817737,100,-3.08738635135846
"1052","Moths","Pasiphila debiliata",0.001104124,100,-2.95698214989336
"1053","Moths","Pasiphila rectangulata",0.000817737,100,-3.08738635135846
"1054","Moths","Pechipogo plumigeralis",0.096321987,NA,-1.01627456705142
"1055","Moths","Pechipogo strigilata",0.065939859,100,-1.18085198584903
"1056","Moths","Pelosia muscerda",0.05395513,100,-1.26796725673132
"1057","Moths","Pelosia obtusa",0.028592811,100,-1.54374314643364
"1058","Moths","Pelurga comitata",0.029643154,100,-1.52807558976415
"1059","Moths","Pennisetia hylaeiformis",0.028592811,100,-1.54374314643364
"1060","Moths","Pennithera firmata",0.011106741,100,-1.95441335540192
"1061","Moths","Perconia strigillaria",0.035229917,100,-1.45308837999459
"1062","Moths","Peribatodes rhomboidaria",0.093186832,100,-1.03064545238607
"1063","Moths","Peribatodes secundaria",0.049549503,100,-1.30496069729253
"1064","Moths","Peridea anceps",12.43560012,100,1.0946667483929
"1065","Moths","Perizoma affinitata",0.007133241,100,-2.14671310288216
"1066","Moths","Perizoma albulata",0.002049477,100,-2.68835695113578
"1067","Moths","Perizoma alchemillata",0.001104124,100,-2.95698214989336
"1068","Moths","Perizoma bifaciata",0.001104124,100,-2.95698214989336
"1069","Moths","Perizoma blandiata",0.001104124,100,-2.95698214989336
"1070","Moths","Perizoma flavofasciata",0.004487519,100,-2.34799369962194
"1071","Moths","Perizoma minorata",0.000580124,100,-3.23647916719581
"1072","Moths","Petrophora chlorosata",0.024610397,100,-1.60888138046548
"1073","Moths","Phalera bucephala",14.19125529,100,1.15202081275192
"1074","Moths","Pheosia gnoma",3.354571074,100,0.525636997797523
"1075","Moths","Pheosia tremula",6.179573524,100,0.790958503800053
"1076","Moths","Phibalapteryx virgata",0.002049477,200,-2.68835695113578
"1077","Moths","Phigalia pilosaria",0.1248384,100,-0.903651806136343
"1078","Moths","Philereme transversata",0.049549503,100,-1.30496069729253
"1079","Moths","Philereme vetulata",0.011106741,100,-1.95441335540192
"1080","Moths","Phlogophora meticulosa",0.75464738,200,-0.122255931408298
"1081","Moths","Photedes captiuncula",0.020114755,100,-1.69648525281661
"1082","Moths","Photedes extrema",0.110612874,100,-0.956194323467317
"1083","Moths","Photedes fluxa",0.181206102,100,-0.741827181823066
"1084","Moths","Photedes minima",0.131063643,100,-0.882517764711872
"1085","Moths","Photedes morrisii",0.154953188,100,-0.809799484177421
"1086","Moths","Phragmataecia castaneae",0.828339385,100,-0.0817916887780712
"1087","Moths","Phragmatobia fuliginosa",0.115243356,100,-0.938384103124536
"1088","Moths","Phymatopus hecta",0.088095477,100,-1.05504638857282
"1089","Moths","Phytometra viridaria",0.006031134,100,-2.21960102224799
"1090","Moths","Plagodis dolabraria",0.035229917,100,-1.45308837999459
"1091","Moths","Plagodis pulveraria",0.042034486,100,-1.37639425879109
"1092","Moths","Plemyria rubiginata",0.007133241,100,-2.14671310288216
"1093","Moths","Plusia festucae",0.423500526,100,-0.373146045926531
"1094","Moths","Plusia putnami",0.244667819,100,-0.611423149364234
"1095","Moths","Poecilocampa populi",0.681330565,100,-0.166642127847496
"1096","Moths","Polia bombycina",1.169358463,100,0.0679476631199759
"1097","Moths","Polia hepatica",1.713251228,100,0.233821051777004
"1098","Moths","Polia nebulosa",1.875835441,100,0.273194736921348
"1099","Moths","Polychrysia moneta",0.684637277,100,-0.164539458171176
"1100","Moths","Polymixis flavicincta",0.854479721,100,-0.0682982397452394
"1101","Moths","Polymixis lichenea",0.423500526,100,-0.373146045926531
"1102","Moths","Polymixis xanthomista",0.477965414,100,-0.320603528183669
"1103","Moths","Polyphaenis sericata",0.684637277,100,-0.164539458171176
"1104","Moths","Polyploca ridens",0.233905897,100,-0.630958829057558
"1105","Moths","Protarchanara brevilinea",0.323754634,100,-0.489784006675244
"1106","Moths","Protolampra sobrina",0.323754634,100,-0.489784006675244
"1107","Moths","Pseudocoremia suavis",0.011106741,NA,-1.95441335540192
"1108","Moths","Pseudoips prasinana",0.451550571,100,-0.345293604206839
"1109","Moths","Pseudopanthera macularia",0.008860446,100,-2.05254441688677
"1110","Moths","Pseudoterpna coronillaria",0.042034486,100,-1.37639425879109
"1111","Moths","Pseudoterpna pruinata",0.024610397,100,-1.60888138046548
"1112","Moths","Pterapherapteryx sexalata",0.00153449,100,-2.81403593744328
"1113","Moths","Pterostoma palpina",2.047078359,100,0.311134467103138
"1114","Moths","Ptilodon capucina",1.000595491,100,0.00025854148339759
"1115","Moths","Ptilodon cucullina",0.451550571,100,-0.345293604206839
"1116","Moths","Ptilophora plumigera",0.451550571,100,-0.345293604206839
"1117","Moths","Pyropteron chrysidiformis",0.010809707,100,-1.96618607755527
"1118","Moths","Pyropteron muscaeformis",0.000528029,100,-3.27734222482582
"1119","Moths","Pyrrhia umbra",0.542071807,100,-0.265943179664117
"1120","Moths","Rheumaptera hastata",0.035229917,100,-1.45308837999459
"1121","Moths","Rhizedra lutosa",0.854479721,100,-0.0682982397452394
"1122","Moths","Rhyacia simulans",0.76681751,100,-0.115307978723612
"1123","Moths","Rivula sericealis",0.044012734,100,-1.35642165292685
"1124","Moths","Rusina ferruginea",0.370519106,100,-0.431189392498602
"1125","Moths","Sabra harpagula",0.681330565,100,-0.166642127847496
"1126","Moths","Saturnia pavonia",58.93038771,100,1.77033929837938
"1127","Moths","Schrankia costaestrigalis",0.006031134,200,-2.21960102224799
"1128","Moths","Schrankia taenialis",0.006031134,100,-2.21960102224799
"1129","Moths","Scoliopteryx libatrix",0.477965414,100,-0.320603528183669
"1130","Moths","Scopula emutaria",0.0035005,100,-2.45586991801204
"1131","Moths","Scopula floslactata",0.011106741,100,-1.95441335540192
"1132","Moths","Scopula imitaria",0.008860446,200,-2.05254441688677
"1133","Moths","Scopula immutata",0.004487519,100,-2.34799369962194
"1134","Moths","Scopula marginepunctata",0.007133241,200,-2.14671310288216
"1135","Moths","Scopula nigropunctata",0.013654173,100,-1.86473459888661
"1136","Moths","Scopula ornata",0.004487519,200,-2.34799369962194
"1137","Moths","Scopula rubiginata",0.001104124,200,-2.95698214989336
"1138","Moths","Scopula ternata",0.007133241,100,-2.14671310288216
"1139","Moths","Scotopteryx bipunctaria",0.024610397,100,-1.60888138046548
"1140","Moths","Scotopteryx chenopodiata",0.035229917,100,-1.45308837999459
"1141","Moths","Scotopteryx luridata",0.029643154,100,-1.52807558976415
"1142","Moths","Scotopteryx mucronata",0.029643154,100,-1.52807558976415
"1143","Moths","Sedina buettneri",0.154953188,100,-0.809799484177421
"1144","Moths","Selenia dentaria",0.049549503,100,-1.30496069729253
"1145","Moths","Selenia lunularia",0.058581109,100,-1.23224241094016
"1146","Moths","Selenia tetralunaria",0.080293982,100,-1.09531700368935
"1147","Moths","Selidosema brunnearia",0.058581109,100,-1.23224241094016
"1148","Moths","Senta flammea",0.370519106,100,-0.431189392498602
"1149","Moths","Sesia apiformis",0.828339385,100,-0.0817916887780712
"1150","Moths","Sesia bembeciformis",0.365906402,100,-0.436629991910085
"1151","Moths","Setina irrorella",0.05395513,100,-1.26796725673132
"1152","Moths","Sideridis reticulata",0.610930597,100,-0.214008123721312
"1153","Moths","Sideridis rivularis",0.282598983,100,-0.548829405397166
"1154","Moths","Sideridis turbida",0.684637277,100,-0.164539458171176
"1155","Moths","Simyra albovenosa",0.610930597,200,-0.214008123721312
"1156","Moths","Siona lineata",0.093186832,100,-1.03064545238607
"1158","Moths","Spaelotis ravida",0.951731245,100,-0.0214856727203333
"1159","Moths","Spargania luctuata",0.011106741,200,-1.95441335540192
"1162","Moths","Spilosoma lubricipeda",0.413559785,100,-0.383461699125254
"1163","Moths","Spilosoma lutea",0.308978703,100,-0.510071454194366
"1164","Moths","Spilosoma urticae",0.308978703,100,-0.510071454194366
"1165","Moths","Standfussiana lucernea",0.76681751,100,-0.115307978723612
"1166","Moths","Stauropus fagi",16.16713746,100,1.20863313089104
"1167","Moths","Stilbia anomala",0.282598983,100,-0.548829405397166
"1168","Moths","Subacronicta megacephala",0.684637277,100,-0.164539458171176
"1169","Moths","Synanthedon andrenaeformis",0.007366683,100,-2.13272801812025
"1170","Moths","Synanthedon culiciformis",0.050993752,100,-1.29248303249324
"1171","Moths","Synanthedon flaviventris",0.002280111,100,-2.64204401023021
"1172","Moths","Synanthedon formicaeformis",0.007366683,100,-2.13272801812025
"1173","Moths","Synanthedon myopaeformis",0.007366683,100,-2.13272801812025
"1174","Moths","Synanthedon scoliaeformis",0.067644403,100,-1.16976813176073
"1175","Moths","Synanthedon spheciformis",0.050993752,100,-1.29248303249324
"1176","Moths","Synanthedon tipuliformis",0.0035005,100,-2.45586991801204
"1177","Moths","Synanthedon vespiformis",0.015044126,100,-1.82263303786094
"1178","Moths","Syngrapha interrogationis",0.423500526,100,-0.373146045926531
"1179","Moths","Tethea ocularis",0.556633501,100,-0.25443065919205
"1180","Moths","Tethea or",0.451550571,100,-0.345293604206839
"1181","Moths","Tetheella fluctuosa",0.828339385,100,-0.0817916887780712
"1182","Moths","Thalera fimbrialis",0.016893077,100,-1.77229123838573
"1183","Moths","Thalpophila matura",5.312048333,100,0.725262017914874
"1184","Moths","Thaumetopoea processionea",0.185815774,100,-0.730917421287612
"1185","Moths","Thera britannica",0.013654173,200,-1.86473459888661
"1186","Moths","Thera cognata",0.004487519,100,-2.34799369962194
"1187","Moths","Thera cupressata",0.007133241,200,-2.14671310288216
"1188","Moths","Thera juniperata",0.004487519,100,-2.34799369962194
"1189","Moths","Thera obeliscata",0.013654173,200,-1.86473459888661
"1190","Moths","Theria primaria",0.016893077,100,-1.77229123838573
"1191","Moths","Tholera cespitis",0.477965414,100,-0.320603528183669
"1192","Moths","Tholera decimalis",0.76681751,100,-0.115307978723612
"1193","Moths","Thumatha senex",0.008093474,100,-2.09186502410068
"1194","Moths","Thyatira batis",0.451550571,100,-0.345293604206839
"1195","Moths","Tiliacea aurago",0.282598983,100,-0.548829405397166
"1196","Moths","Tiliacea citrago",0.370519106,100,-0.431189392498602
"1197","Moths","Timandra comae",0.024610397,200,-1.60888138046548
"1198","Moths","Trachea atriplicis",1.169358463,100,0.0679476631199759
"1199","Moths","Trichiura crataegi",0.185815774,100,-0.730917421287612
"1200","Moths","Trichopteryx carpinata",0.016893077,100,-1.77229123838573
"1201","Moths","Trichopteryx polycommata",0.016893077,100,-1.77229123838573
"1202","Moths","Trigonophora flammea",1.290469697,100,0.110747810832463
"1203","Moths","Triodia sylvina",0.828339385,100,-0.0817916887780712
"1204","Moths","Triphosa dubitata",0.093186832,100,-1.03064545238607
"1205","Moths","Trisateles emortualis",0.044012734,100,-1.35642165292685
"1206","Moths","Tyria jacobaeae",0.359050441,100,-0.444844535518767
"1207","Moths","Tyta luctuosa",0.131063643,200,-0.882517764711872
"1208","Moths","Venusia blomeri",0.002653264,100,-2.57621953552879
"1209","Moths","Venusia cambrica",0.008860446,100,-2.05254441688677
"1210","Moths","Watsonalla binaria",0.185815774,200,-0.730917421287612
"1211","Moths","Watsonalla cultraria",0.114075348,200,-0.942808197687897
"1212","Moths","Xanthia togata",0.244667819,100,-0.611423149364234
"1213","Moths","Xanthorhoe biriviata",0.005620222,200,-2.25024652936496
"1214","Moths","Xanthorhoe decoloraria",0.007133241,100,-2.14671310288216
"1215","Moths","Xanthorhoe designata",0.004487519,200,-2.34799369962194
"1216","Moths","Xanthorhoe ferrugata",0.004487519,200,-2.34799369962194
"1217","Moths","Xanthorhoe fluctuata",0.011106741,200,-1.95441335540192
"1218","Moths","Xanthorhoe montanata",0.016893077,100,-1.77229123838573
"1219","Moths","Xanthorhoe quadrifasiata",0.013654173,100,-1.86473459888661
"1220","Moths","Xanthorhoe spadicearia",0.004487519,100,-2.34799369962194
"1221","Moths","Xestia agathina",0.282598983,100,-0.548829405397166
"1222","Moths","Xestia alpicola",0.370519106,100,-0.431189392498602
"1223","Moths","Xestia ashworthii",0.610930597,100,-0.214008123721312
"1224","Moths","Xestia baja",0.76681751,100,-0.115307978723612
"1225","Moths","Xestia castanea",0.477965414,100,-0.320603528183669
"1226","Moths","Xestia c-nigrum",0.82622107,200,-0.0829037339926266
"1227","Moths","Xestia ditrapezium",0.610930597,100,-0.214008123721312
"1228","Moths","Xestia sexstrigata",0.370519106,100,-0.431189392498602
"1229","Moths","Xestia stigmatica",0.684637277,100,-0.164539458171176
"1230","Moths","Xestia triangulum",0.362365102,100,-0.440853634225398
"1231","Moths","Xestia xanthographa",0.551876313,100,-0.25815824582268
"1232","Moths","Xylena exsoleta",3.117066469,100,0.493746063365108
"1233","Moths","Xylena solidaginis",0.854479721,100,-0.0682982397452394
"1234","Moths","Xylena vetusta",3.117066469,100,0.493746063365108
"1235","Moths","Xylocampa areola",0.423500526,100,-0.373146045926531
"1236","Moths","Zeuzera pyrina",16.16713746,100,1.20863313089104
"1237","Moths","Zygaena exulans",0.050993752,100,-1.29248303249324
"1238","Moths","Zygaena filipendulae",0.365906402,100,-0.436629991910085
"1239","Moths","Zygaena lonicerae",0.365906402,100,-0.436629991910085
"1240","Moths","Zygaena loti",0.146730561,100,-0.833479422002853
"1241","Moths","Zygaena purpuralis",0.146730561,100,-0.833479422002853
"1242","Moths","Zygaena trifolii",0.294603702,100,-0.530761800100074
"1243","Moths","Zygaena viciae",0.050993752,100,-1.29248303249324
"1","Bees","Xylocopa violacea",10.42849415,100,1.01822160185318
"2","Bees","Bombus lapidarius",7.54080583,100,0.877417758180446
"3","Bees","Bombus terrestris",7.219159098,100,0.858486613031252
"4","Bees","Bombus ruderatus",7.023022683,100,0.846524071105426
"5","Bees","Bombus hypnorum",6.716918088,200,0.827170052162544
"6","Bees","Bombus hortorum",6.311262981,100,0.800116276960959
"7","Bees","Bombus rupestris",6.13260701,100,0.787645135100525
"8","Bees","Bombus subterraneus",6.027109492,100,0.780109081187421
"9","Bees","Bombus distinguendus",5.785840938,100,0.762366490027756
"10","Bees","Bombus barbutellus",4.797200817,100,0.680987898972361
"11","Bees","Bombus vestalis",4.797200817,100,0.680987898972361
"12","Bees","Bombus cryptarum",4.476540427,100,0.650942510898346
"13","Bees","Bombus monticola",4.476540427,100,0.650942510898346
"14","Bees","Bombus muscorum",4.448146172,100,0.648179050302857
"15","Bees","Bombus pratorum",4.448146172,200,0.648179050302857
"16","Bees","Bombus jonellus",4.419876711,200,0.645410155213537
"17","Bees","Bombus cullumanus",4.06359161,100,0.608910054975774
"18","Bees","Bombus pascuorum",3.906063698,100,0.591739321251975
"19","Bees","Bombus lucorum",3.880226371,100,0.588857062915953
"20","Bees","Bombus soroeensis",3.803423772,100,0.580174716573288
"21","Bees","Bombus pomorum",3.727678922,100,0.571438497992883
"22","Bees","Bombus ruderarius",3.603766011,100,0.556756584906775
"23","Bees","Bombus bohemicus",3.294968696,100,0.517851292915145
"24","Bees","Bombus humilis",3.070259437,100,0.487175074922454
"25","Bees","Bombus campestris",2.940649892,100,0.46844332133689
"26","Bees","Bombus sylvarum",2.877286815,100,0.45898315558629
"27","Bees","Bombus sylvestris",2.633260108,100,0.42049375993773
"28","Bees","Anthophora plumipes",2.258967941,100,0.3539100675093
"29","Bees","Anthophora retusa",1.62642777,100,0.211234780936673
"30","Bees","Megachile maritima",1.609534207,100,0.206700211064178
"31","Bees","Anthidium manicatum",1.447213841,100,0.160532707418078
"32","Bees","Megachile circumcincta",1.421309872,100,0.152688772528896
"33","Bees","Eucera nigrescens",1.345523586,100,0.128891315016809
"34","Bees","Megachile ligniseca",1.345523586,100,0.128891315016809
"35","Bees","Melitta dimidiata",1.296581763,100,0.11279990876452
"36","Bees","Eucera longicornis",1.284541552,100,0.108748157269114
"37","Bees","Colletes cunicularius",1.179635795,100,0.0717479423598546
"38","Bees","Megachile willughbiella",1.179635795,100,0.0717479423598546
"39","Bees","Melecta luctuosa",1.168358543,100,0.0675761384540617
"40","Bees","Osmia xanthomelana",1.157156069,100,0.0633919374603531
"41","Bees","Apis mellifera",1.091496112,200,0.0380221930548208
"42","Bees","Osmia cornuta",1.091496112,100,0.0380221930548208
"43","Bees","Megachile ericetorum",1.059653347,100,0.0251638142198761
"44","Bees","Colletes halophilus",1.05231692,100,0.0221465533914147
"45","Bees","Anthophora bimaculata",1.038785446,100,0.0165258562767029
"46","Bees","Andrena thoracica",1.018203481,100,0.00783457745530421
"47","Bees","Melecta albifrons",1.018203481,100,0.00783457745530421
"48","Bees","Andrena pilipes",0.997905267,200,-0.000910685137414931
"49","Bees","Andrena nigrospina",0.987861886,100,-0.0053037703323734
"50","Bees","Colletes hederae",0.987861886,100,-0.0053037703323734
"51","Bees","Anthophora furcata",0.958151377,100,-0.0185658719211898
"52","Bees","Coelioxys conoideus",0.948386846,100,-0.0230144782590456
"53","Bees","Megachile versicolor",0.948386846,100,-0.0230144782590456
"54","Bees","Anthophora quadrimaculata",0.87273305,100,-0.0591185771891801
"55","Bees","Colletes succinctus",0.792731275,100,-0.100874007591908
"56","Bees","Osmia bicornis",0.784168022,100,-0.105590871997695
"57","Bees","Andrena clarkella",0.775668953,100,-0.110323591320573
"58","Bees","Coelioxys elongatus",0.7672338,100,-0.115072272847112
"59","Bees","Andrena tibialis",0.742309169,100,-0.129415175010415
"60","Bees","Andrena nitida",0.702021552,100,-0.153649554863075
"61","Bees","Coelioxys rufescens",0.702021552,100,-0.153649554863075
"62","Bees","Andrena cineraria",0.686339003,100,-0.163461320493893
"63","Bees","Andrena scotica",0.686339003,100,-0.163461320493893
"64","Bees","Andrena apicata",0.670900412,100,-0.173341941423771
"65","Bees","Andrena nigroaenea",0.663271939,100,-0.178308375979544
"66","Bees","Osmia aurulenta",0.663271939,100,-0.178308375979544
"67","Bees","Andrena bimaculata",0.64074664,200,-0.193313662526918
"68","Bees","Megachile lapponica",0.64074664,100,-0.193313662526918
"69","Bees","Coelioxys inermis",0.590254493,100,-0.228960698399713
"70","Bees","Coelioxys quadridentatus",0.590254493,100,-0.228960698399713
"71","Bees","Dasypoda hirtipes",0.590254493,100,-0.228960698399713
"72","Bees","Osmia bicolor",0.58327369,100,-0.234127613053133
"73","Bees","Andrena hattorfiana",0.57635019,100,-0.239313559334243
